tweet_id,user_id,username,name,first_name,last_name,full_text,view_count,bookmark_count,favorite_count,reply_count,retweet_count,quote_count,bookmarked,favorited,retweeted,created_at,user_mentions,location,bio,website,websites,can_dm,can_media_tag,is_quote_status,lang,followers_count,following_count,media_count,statuses_count,favourites_count,listed_count,fast_followers_count,normal_followers_count,followed_by,following,profile_banner_url,profile_url,avatar_url,verified,is_blue_verified,user_created_at
1743776361339076981,239180797,joy_bangladesh,Joy Bangladesh,Joy,Bangladesh,@TalkTV  do you have any requirements for professionalism. JuliaHarley is showing a good job of the low class requirements you may have for recruitment. 🤮,15,0,0,0,0,0,FALSE,FALSE,FALSE,"07/01/2024, 04:27:36",TalkTV,dreamland,A platform for networking and sharing your views and ideas on joy Bangladesh!,,,FALSE,FALSE,FALSE,en,117,239,564,10675,10048,0,0,117,,FALSE,https://pbs.twimg.com/profile_banners/239180797/1516670871,https://www.x.com/joy_bangladesh,https://pbs.twimg.com/profile_images/1500998117/profile_image_1313625963313_normal.jpg,FALSE,FALSE,"17/01/2011, 06:07:38"
1743745831466103139,1321534401390497794,silentprotestam,Silent Protest Amhasan,Silent,Protest Amhasan,দিনের ভোট রাতে শুরু হয়ে গেছে দোয়া করেন চুরি যেন প্রকাশ না পায় 😆😆😆😆🤣🤣 #Bangladesh #BangladeshElections #StepDownHasina @POTUS @SecBlinken @MushfiqulFazal @tariquebd78 @bdbnp78 @washingtonpost @UN_News_Centre https://t.co/ZzdOaOQVsY,140,0,0,2,0,0,FALSE,FALSE,FALSE,"07/01/2024, 02:26:18",POTUS; SecBlinken; MushfiqulFazal; tariquebd78; bdbnp78; washingtonpost; UN_News_Centre,Oman,I'm a youtubers,,,TRUE,TRUE,FALSE,bn,7,33,22,43,85,0,0,7,,FALSE,https://pbs.twimg.com/profile_banners/1321534401390497794/1691699365,https://www.x.com/silentprotestam,https://pbs.twimg.com/profile_images/1689735646393552896/26aCVIcf_normal.jpg,FALSE,FALSE,"29/10/2020, 00:29:07"
1743742999987999176,1195449602016714753,ashrafulAmaruf,Ashraful A Maruf,Ashraful,A Maruf,"মানুষের অধিকার আদায় করতে আন্দোলনের নামে যারা ট্রেনে আগুন, মানুষের সম্পদ নষ্ট করে এবং সেই মানুষগুলো কেই মেরে ফেলেন তাহলে এই অধিকার দিয়ে হবে টা কি??

#Bangladesh #politics #Dhaka #Election2024 #Train https://t.co/9q0KztAjph",71,0,2,0,0,0,FALSE,FALSE,FALSE,"07/01/2024, 02:15:03",,"Dhaka, Bangladesh","“Your voice is a weapon. Raise it for what's right. Speak boldly and fearlessly!”              
                                        __ Ashraful A Maruf",https://www.facebook.com/thoughtsofmaruf,https://www.facebook.com/thoughtsofmaruf,TRUE,TRUE,FALSE,bn,113,131,417,1096,6188,1,0,113,,FALSE,https://pbs.twimg.com/profile_banners/1195449602016714753/1630328138,https://www.x.com/ashrafulAmaruf,https://pbs.twimg.com/profile_images/1462765148800630785/AAB2kAfr_normal.jpg,FALSE,FALSE,"16/11/2019, 02:13:10"
1743742987165749266,213278292,ProthomAlo,Prothom Alo,Prothom,Alo,"#prothomalo #bangladesh #politics #palonews
https://t.co/MZebFvR4R0",1918,0,4,0,0,0,FALSE,FALSE,FALSE,"07/01/2024, 02:14:59",,"Dhaka, Bangladesh",Prothom Alo is the most-read newspaper in Bangladesh. The online portal of Prothom Alo is the most visited Bengali website in the world. #ProthomAlo,http://www.prothomalo.com,http://www.prothomalo.com,FALSE,FALSE,FALSE,qme,4185355,356,35122,246458,193,741,0,4185355,,FALSE,https://pbs.twimg.com/profile_banners/213278292/1699026193,https://www.x.com/ProthomAlo,https://pbs.twimg.com/profile_images/1595403481623318528/mTbZgXL3_normal.jpg,FALSE,TRUE,"08/11/2010, 18:46:28"
1743734614328483922,1736806608364351488,KnowTheWorld23,InformationIsWealth,InformationIsWealth,,"Anowara Islam Rani, a young transgender from Bangladesh's northern region has emerged as the first candidate of her gender to enter electoral politics, a symbol of resilience and change in the country. https://t.co/2XjM0TxNbL",24,0,0,0,0,0,FALSE,FALSE,FALSE,"07/01/2024, 01:41:43",,,"Exploring the World: stats, science, landscape photos, facts.",,,FALSE,TRUE,FALSE,en,512,116,2221,3499,18,1,0,512,,FALSE,https://pbs.twimg.com/profile_banners/1736806608364351488/1702923050,https://www.x.com/KnowTheWorld23,https://pbs.twimg.com/profile_images/1736809904135188480/6amR1Zig_normal.jpg,FALSE,TRUE,"18/12/2023, 22:52:57"
1743725862132801677,823523845235687424,Salman_TF,Salman Khan,Salman,Khan,"Shakib Al Hasan: From Cricket Icon to Political Contender Amid Viral Yawning Incident

#Shakib #Sports #Cricket #Politics #Bangladesh #Cricket https://t.co/mmP0gwycQ4",74,0,0,0,0,0,FALSE,FALSE,FALSE,"07/01/2024, 01:06:57",,Pakistan,Sports Writer || @ICC Accredited Sports journo | Emerging ⭐️of the year Award 🎖️2021 | | MPhil in Media and Communication,,,FALSE,TRUE,FALSE,en,85,492,244,3032,247,0,0,85,,FALSE,,https://www.x.com/Salman_TF,https://pbs.twimg.com/profile_images/1663244372777762823/HnV9YeoM_normal.jpg,FALSE,FALSE,"23/01/2017, 18:32:39"
1743723762896470267,92712779,rajesh1005,Rajesh Sharma,Rajesh,Sharma,One thing government do first terminate this professor from his job and send him to Bangladesh in exchange of Hindu family,25,0,0,0,0,1,FALSE,FALSE,FALSE,"07/01/2024, 00:58:36",,,,,,TRUE,TRUE,TRUE,en,106,102,1248,13206,3902,1,0,106,,FALSE,,https://www.x.com/rajesh1005,https://pbs.twimg.com/profile_images/1196740008553566209/D5LDA-Na_normal.jpg,FALSE,FALSE,"26/11/2009, 13:20:17"
1743718318458978652,277733162,goribmanush2,Dr. Yunus (Parody),Dr.,Yunus (Parody),"@AJEnglish They are boycotting for last couple of elections, they bombed current prime minister with the Jihadist, I wish the BNP to disappear from politics of Bangladesh.",16,0,0,0,0,0,FALSE,FALSE,FALSE,"07/01/2024, 00:36:58",AJEnglish,,Chief Advisor of Bangladesh.,,,TRUE,TRUE,FALSE,en,88,117,29,928,45,0,0,88,,FALSE,,https://www.x.com/goribmanush2,https://pbs.twimg.com/profile_images/1821228859422822400/gjyNqlSI_normal.jpg,FALSE,FALSE,"06/04/2011, 03:44:03"
1743711837277782230,577459091,MoeedNj,Moeed Pirzada,Moeed,Pirzada,"Will Indian model to control Bangladesh politics work successfully in Pakistan too? Apparently the planners &amp; conspirators think that it will; I have shared details of how Bangladesh politics has been shaped since 2009-2913 period, it’s important to understand!",105808,7,1152,39,423,8,FALSE,FALSE,FALSE,"07/01/2024, 00:11:13",,"Washington, DC","CEO & Editor Global Village Space;TV Anchor, prominent Columnist & Blogger Washington, DC, USA.",http://www.moeedpirzada.pk,http://www.moeedpirzada.pk,FALSE,FALSE,FALSE,en,3318572,1055,4152,65927,9864,1851,0,3318572,,FALSE,https://pbs.twimg.com/profile_banners/577459091/1464525814,https://www.x.com/MoeedNj,https://pbs.twimg.com/profile_images/2218850823/Dr._Moeed_Pirzada_normal.jpg,FALSE,TRUE,"12/05/2012, 02:05:29"
1743710052446261626,1203344515702108162,spinninglchair1,smuhammadalarkani1,smuhammadalarkani1,,"@qasimking1999 @pashtunmatter Im a Muslim. Ofc I love Islam. I wish Bangladesh would fully adopt Islamic law. Currently, we have a few small Salafi/ahle hadis towns that function at least 95% on Islamic law. Similar to Brunei. The next step is to spread the system to more villages/towns and apply 100%.",24,0,0,1,0,0,FALSE,FALSE,FALSE,"07/01/2024, 00:04:07",qasimking1999,Earth,"Syed Muhammad Al-Arkani
Sunni/Athari/Salafiyyah/ahle hadis ☝
🇧🇩 
সালাফি/আথারি/সুন্নি/আহলে হাদিস",,,FALSE,TRUE,FALSE,en,156,727,247,7787,7761,1,0,156,,FALSE,https://pbs.twimg.com/profile_banners/1203344515702108162/1696750505,https://www.x.com/spinninglchair1,https://pbs.twimg.com/profile_images/1652720936502607873/ya1MqTqI_normal.jpg,FALSE,FALSE,"07/12/2019, 21:04:30"
